postal_code,city,department,insee_code,city_norm
24660,COULOUNIEIX CHAMIERS,DORDOGNE,24138,coulounieix chamiers
24430,COURSAC,DORDOGNE,24139,coursac
24520,COURS DE PILE,DORDOGNE,24140,cours de pile
24320,COUTURES,DORDOGNE,24141,coutures
24220,COUX ET BIRAGOQUE,DORDOGNE,24142,coux et biragoque
24150,COUZE ET ST FRONT,DORDOGNE,24143,couze et st front
24350,CREYSSAC,DORDOGNE,24144,creyssac
24100,CREYSSE,DORDOGNE,24145,creysse
24380,CREYSSENSAC ET PISSOT,DORDOGNE,24146,creyssensac et pissot
24640,CUBJAC,DORDOGNE,24147,cubjac
24240,CUNEGES,DORDOGNE,24148,cuneges
24250,DAGLAN,DORDOGNE,24150,daglan
24170,DOISSAT,DORDOGNE,24151,doissat
24250,DOMME,DORDOGNE,24152,domme
24120,LA DORNAC,DORDOGNE,24153,la dornac
24350,DOUCHAPT,DORDOGNE,24154,douchapt
24140,DOUVILLE,DORDOGNE,24155,douville
24330,LA DOUZE,DORDOGNE,24156,la douze
24190,DOUZILLAC,DORDOGNE,24157,douzillac
24270,DUSSAC,DORDOGNE,24158,dussac
24410,ECHOURGNAC,DORDOGNE,24159,echourgnac
24380,EGLISE NEUVE DE VERGT,DORDOGNE,24160,eglise neuve de vergt
24400,EGLISE NEUVE D ISSAC,DORDOGNE,24161,eglise neuve d issac
24420,ESCOIRE,DORDOGNE,24162,escoire
24360,ETOUARS,DORDOGNE,24163,etouars
24160,EXCIDEUIL,DORDOGNE,24164,excideuil
24700,EYGURANDE ET GARDEDEUIL,DORDOGNE,24165,eygurande et gardedeuil
24330,EYLIAC,DORDOGNE,24166,eyliac
24500,EYMET,DORDOGNE,24167,eymet
24560,PLAISANCE,DORDOGNE,24168,plaisance
24460,EYVIRAT,DORDOGNE,24170,eyvirat
24800,EYZERAC,DORDOGNE,24171,eyzerac
24620,EYZIES DE TAYAC SIREUIL,DORDOGNE,24172,eyzies de tayac sireuil
24560,FALGUEYRAT,DORDOGNE,24173,falgueyrat
24290,FANLAC,DORDOGNE,24174,fanlac
24290,LES FARGES,DORDOGNE,24175,les farges
24560,FAURILLES,DORDOGNE,24176,faurilles
24560,FAUX,DORDOGNE,24177,faux
24410,FESTALEMPS,DORDOGNE,24178,festalemps
19600,LA FEUILLADE,CORREZE,24179,la feuillade
24450,FIRBEIX,DORDOGNE,24180,firbeix
24240,FLAUGEAC,DORDOGNE,24181,flaugeac
24130,LE FLEIX,DORDOGNE,24182,le fleix
24580,FLEURAC,DORDOGNE,24183,fleurac
24250,FLORIMONT GAUMIER,DORDOGNE,24184,florimont gaumier
24170,FONGALOP,DORDOGNE,24185,fongalop
24500,FONROQUE,DORDOGNE,24186,fonroque
24210,FOSSEMAGNE,DORDOGNE,24188,fossemagne
33220,FOUGUEYROLLES,GIRONDE,24189,fougueyrolles
24380,FOULEIX,DORDOGNE,24190,fouleix
24130,FRAISSE,DORDOGNE,24191,fraisse
24210,GABILLOU,DORDOGNE,24192,gabillou
24240,GAGEAC ET ROUILLAC,DORDOGNE,24193,gageac et rouillac
24680,GARDONNE,DORDOGNE,24194,gardonne
24540,GAUGEAC,DORDOGNE,24195,gaugeac
24160,GENIS,DORDOGNE,24196,genis
24130,GINESTET,DORDOGNE,24197,ginestet
24310,LA GONTERIE BOULOUNEIX,DORDOGNE,24198,la gonterie boulouneix
24320,GOUT ROSSIGNOL,DORDOGNE,24199,gout rossignol
24350,GRAND BRASSAC,DORDOGNE,24200,grand brassac
24150,GRAND CASTANG,DORDOGNE,24201,grand castang
24390,GRANGES D ANS,DORDOGNE,24202,granges d ans
24340,LES GRAULGES,DORDOGNE,24203,les graulges
24120,GREZES,DORDOGNE,24204,grezes
24110,GRIGNOLS,DORDOGNE,24205,grignols
24170,GRIVES,DORDOGNE,24206,grives
24250,GROLEJAC,DORDOGNE,24207,grolejac
24380,GRUN BORDAS,DORDOGNE,24208,grun bordas
24300,HAUTEFAYE,DORDOGNE,24209,hautefaye
24390,HAUTEFORT,DORDOGNE,24210,hautefort
24400,ISSAC,DORDOGNE,24211,issac
24560,ISSIGEAC,DORDOGNE,24212,issigeac
24140,JAURE,DORDOGNE,24213,jaure
24300,JAVERLHAC ET LA CHAPELLE,DORDOGNE,24214,javerlhac et la chapelle
24590,JAYAC,DORDOGNE,24215,jayac
24410,LA JEMAYE,DORDOGNE,24216,la jemaye
24260,JOURNIAC,DORDOGNE,24217,journiac
24630,JUMILHAC LE GRAND,DORDOGNE,24218,jumilhac le grand
24440,LABOUQUERIE,DORDOGNE,24219,labouquerie
24380,LACROPTE,DORDOGNE,24220,lacropte
24340,RUDEAU LADOSSE,DORDOGNE,24221,rudeau ladosse
24130,LA FORCE,DORDOGNE,24222,la force
24150,LALINDE,DORDOGNE,24223,lalinde
24520,LAMONZIE MONTASTRUC,DORDOGNE,24224,lamonzie montastruc
24680,LAMONZIE ST MARTIN,DORDOGNE,24225,lamonzie st martin
24230,LAMOTHE MONTRAVEL,DORDOGNE,24226,lamothe montravel
24270,LANOUAILLE,DORDOGNE,24227,lanouaille
24150,LANQUAIS,DORDOGNE,24228,lanquais
24570,LE LARDIN ST LAZARE,DORDOGNE,24229,le lardin st lazare
24170,LARZAC,DORDOGNE,24230,larzac
24540,LAVALADE,DORDOGNE,24231,lavalade
24550,LAVAUR,DORDOGNE,24232,lavaur
24130,LAVEYSSIERE,DORDOGNE,24233,laveyssiere
24400,LES LECHES,DORDOGNE,24234,les leches
24340,LEGUILLAC DE CERCLES,DORDOGNE,24235,leguillac de cercles
24110,LEGUILLAC DE L AUCHE,DORDOGNE,24236,leguillac de l auche
24100,LEMBRAS,DORDOGNE,24237,lembras
24800,LEMPZOURS,DORDOGNE,24238,lempzours
24460,LIGUEUX,DORDOGNE,24239,ligueux
24510,LIMEUIL,DORDOGNE,24240,limeuil
24210,LIMEYRAT,DORDOGNE,24241,limeyrat
24520,LIORAC SUR LOUYRE,DORDOGNE,24242,liorac sur louyre
24350,LISLE,DORDOGNE,24243,lisle
24540,LOLME,DORDOGNE,24244,lolme
24550,LOUBEJAC,DORDOGNE,24245,loubejac
24130,LUNAS,DORDOGNE,24246,lunas
24320,LUSIGNAC,DORDOGNE,24247,lusignac
24300,LUSSAS ET NONTRONNEAU,DORDOGNE,24248,lussas et nontronneau
24620,MANAURIE,DORDOGNE,24249,manaurie
24560,MANDACOU,DORDOGNE,24250,mandacou
24110,MANZAC SUR VERN,DORDOGNE,24251,manzac sur vern
24200,MARCILLAC ST QUENTIN,DORDOGNE,24252,marcillac st quentin
24340,MAREUIL,DORDOGNE,24253,mareuil
24220,MARNAC,DORDOGNE,24254,marnac
24620,MARQUAY,DORDOGNE,24255,marquay
24430,MARSAC SUR L ISLE,DORDOGNE,24256,marsac sur l isle
24540,MARSALES,DORDOGNE,24257,marsales
24750,MARSANEIX,DORDOGNE,24258,marsaneix
24140,MAURENS,DORDOGNE,24259,maurens
24150,MAUZAC ET GRAND CASTANG,DORDOGNE,24260,mauzac et grand castang
24260,MAUZENS ET MIREMONT,DORDOGNE,24261,mauzens et miremont
24420,MAYAC,DORDOGNE,24262,mayac
24550,MAZEYROLLES,DORDOGNE,24263,mazeyrolles
24700,MENESPLET,DORDOGNE,24264,menesplet
24350,MENSIGNAC,DORDOGNE,24266,mensignac
24240,MESCOULES,DORDOGNE,24267,mescoules
24220,MEYRALS,DORDOGNE,24268,meyrals
24450,MIALET,DORDOGNE,24269,mialet
24330,MILHAC D AUBEROCHE,DORDOGNE,24270,milhac d auberoche
24470,MILHAC DE NONTRON,DORDOGNE,24271,milhac de nontron
24610,MINZAC,DORDOGNE,24272,minzac
24480,MOLIERES,DORDOGNE,24273,molieres
24240,MONBAZILLAC,DORDOGNE,24274,monbazillac
24240,MONBOS,DORDOGNE,24275,monbos
24240,MONESTIER,DORDOGNE,24276,monestier
24130,MONFAUCON,DORDOGNE,24277,monfaucon
24560,MONMADALES,DORDOGNE,24278,monmadales
24560,MONMARVES,DORDOGNE,24279,monmarves
24540,MONPAZIER,DORDOGNE,24280,monpazier
24440,MONSAC,DORDOGNE,24281,monsac
24560,MONSAGUEL,DORDOGNE,24282,monsaguel
24340,MONSEC,DORDOGNE,24283,monsec
24210,MONTAGNAC D AUBEROCHE,DORDOGNE,24284,montagnac d auberoche
24140,MONTAGNAC LA CREMPSE,DORDOGNE,24285,montagnac la crempse
24350,MONTAGRIER,DORDOGNE,24286,montagrier
24560,MONTAUT,DORDOGNE,24287,montaut
24230,MONTAZEAU,DORDOGNE,24288,montazeau
24230,MONTCARET,DORDOGNE,24289,montcaret
24440,MONTFERRAND DU PERIGORD,DORDOGNE,24290,montferrand du perigord
24290,MONTIGNAC,DORDOGNE,24291,montignac
24610,MONTPEYROUX,DORDOGNE,24292,montpeyroux
24170,MONPLAISANT,DORDOGNE,24293,monplaisant
24700,MONTPON MENESTEROL,DORDOGNE,24294,montpon menesterol
24110,MONTREM,DORDOGNE,24295,montrem
24520,MOULEYDIER,DORDOGNE,24296,mouleydier
24700,MOULIN NEUF,DORDOGNE,24297,moulin neuf
24220,MOUZENS,DORDOGNE,24298,mouzens
24400,MUSSIDAN,DORDOGNE,24299,mussidan
24250,NABIRAT,DORDOGNE,24300,nabirat
24590,NADAILLAC,DORDOGNE,24301,nadaillac
24390,NAILHAC,DORDOGNE,24302,nailhac
24320,NANTEUIL AURIAC DE BOURZA,DORDOGNE,24303,nanteuil auriac de bourza
24800,NANTHEUIL,DORDOGNE,24304,nantheuil
24800,NANTHIAT,DORDOGNE,24305,nanthiat
24230,NASTRINGUES,DORDOGNE,24306,nastringues
24440,NAUSSANNES,DORDOGNE,24307,naussannes
24460,NEGRONDES,DORDOGNE,24308,negrondes
24190,NEUVIC,DORDOGNE,24309,neuvic
24440,NOJALS ET CLOTTE,DORDOGNE,24310,nojals et clotte
24300,NONTRON,DORDOGNE,24311,nontron
24660,NOTRE DAME DE SANILHAC,DORDOGNE,24312,notre dame de sanilhac
24170,ORLIAC,DORDOGNE,24313,orliac
24370,ORLIAGUET,DORDOGNE,24314,orliaguet
24480,PALEYRAC,DORDOGNE,24315,paleyrac
24410,PARCOUL,DORDOGNE,24316,parcoul
24590,PAULIN,DORDOGNE,24317,paulin
24510,PAUNAT,DORDOGNE,24318,paunat
24310,PAUSSAC ET ST VIVIEN,DORDOGNE,24319,paussac et st vivien
24270,PAYZAC,DORDOGNE,24320,payzac
24120,PAZAYAC,DORDOGNE,24321,pazayac
24000,PERIGUEUX,DORDOGNE,24322,perigueux
24600,PETIT BERSAC,DORDOGNE,24323,petit bersac
24210,PEYRIGNAC,DORDOGNE,24324,peyrignac
24370,PEYRILLAC ET MILLAC,DORDOGNE,24325,peyrillac et millac
24620,PEYZAC LE MOUSTIER,DORDOGNE,24326,peyzac le moustier
24510,PEZULS,DORDOGNE,24327,pezuls
24360,PIEGUT PLUVIERS,DORDOGNE,24328,piegut pluviers
24700,LE PIZOU,DORDOGNE,24329,le pizou
24580,PLAZAC,DORDOGNE,24330,plazac
24240,POMPORT,DORDOGNE,24331,pomport
24410,PONTEYRAUD,DORDOGNE,24333,ponteyraud
24150,PONTOURS,DORDOGNE,24334,pontours
33220,PORT STE FOY PONCHAPT,GIRONDE,24335,port ste foy ponchapt
24370,PRATS DE CARLUX,DORDOGNE,24336,prats de carlux
24550,PRATS DU PERIGORD,DORDOGNE,24337,prats du perigord
24150,PRESSIGNAC VICQ,DORDOGNE,24338,pressignac vicq
24160,PREYSSAC D EXCIDEUIL,DORDOGNE,24339,preyssac d excideuil
24130,PRIGONRIEUX,DORDOGNE,24340,prigonrieux
24200,PROISSANS,DORDOGNE,24341,proissans
24240,PUYGUILHEM,DORDOGNE,24342,puyguilhem
24410,PUYMANGOU,DORDOGNE,24343,puymangou
24340,PUYRENIER,DORDOGNE,24344,puyrenier
24140,QUEYSSAC,DORDOGNE,24345,queyssac
24530,QUINSAC,DORDOGNE,24346,quinsac
24440,RAMPIEUX,DORDOGNE,24347,rampieux
24500,RAZAC D EYMET,DORDOGNE,24348,razac d eymet
24240,RAZAC DE SAUSSIGNAC,DORDOGNE,24349,razac de saussignac
24430,RAZAC SUR L ISLE,DORDOGNE,24350,razac sur l isle
24240,RIBAGNAC,DORDOGNE,24351,ribagnac
24600,RIBERAC,DORDOGNE,24352,riberac
24340,ROCHEBEAUCOURT ET ARGEN,DORDOGNE,24353,rochebeaucourt et argen
24490,LA ROCHE CHALAIS,DORDOGNE,24354,la roche chalais
24250,LA ROQUE GAGEAC,DORDOGNE,24355,la roque gageac
24580,ROUFFIGNAC ST CERNIN DE R,DORDOGNE,24356,rouffignac st cernin de r
24240,ROUFFIGNAC DE SIGOULES,DORDOGNE,24357,rouffignac de sigoules
24500,SADILLAC,DORDOGNE,24359,sadillac
24170,SAGELAT,DORDOGNE,24360,sagelat
24520,ST AGNE,DORDOGNE,24361,st agne
24510,STE ALVERE,DORDOGNE,24362,ste alvere
24170,ST AMAND DE BELVES,DORDOGNE,24363,st amand de belves
24290,ST AMAND DE COLY,DORDOGNE,24364,st amand de coly
24380,ST AMAND DE VERGT,DORDOGNE,24365,st amand de vergt
24200,ST ANDRE D ALLAS,DORDOGNE,24366,st andre d allas
24190,ST ANDRE DE DOUBLE,DORDOGNE,24367,st andre de double
24410,ST ANTOINE CUMOND,DORDOGNE,24368,st antoine cumond
24330,ST ANTOINE D AUBEROCHE,DORDOGNE,24369,st antoine d auberoche
24230,ST ANTOINE DE BREUILH,DORDOGNE,24370,st antoine de breuilh
24110,ST AQUILIN,DORDOGNE,24371,st aquilin
24110,ST ASTIER,DORDOGNE,24372,st astier
24500,ST AUBIN DE CADELECH,DORDOGNE,24373,st aubin de cadelech
24560,ST AUBIN DE LANQUAIS,DORDOGNE,24374,st aubin de lanquais
24250,ST AUBIN DE NABIRAT,DORDOGNE,24375,st aubin de nabirat
24410,ST AULAYE,DORDOGNE,24376,st aulaye
24260,ST AVIT DE VIALARD,DORDOGNE,24377,st avit de vialard
24540,ST AVIT RIVIERE,DORDOGNE,24378,st avit riviere
24440,ST AVIT SENIEUR,DORDOGNE,24379,st avit senieur
24700,ST BARTHELEMY DE BELLEGAR,DORDOGNE,24380,st barthelemy de bellegar
24360,ST BARTHELEMY DE BUSSIERE,DORDOGNE,24381,st barthelemy de bussiere
24150,ST CAPRAISE DE LALINDE,DORDOGNE,24382,st capraise de lalinde
24500,ST CAPRAISE D EYMET,DORDOGNE,24383,st capraise d eymet
24540,ST CASSIEN,DORDOGNE,24384,st cassien
24560,ST CERNIN DE LABARDE,DORDOGNE,24385,st cernin de labarde
24550,ST CERNIN DE L HERM,DORDOGNE,24386,st cernin de l herm
24580,ST CERNIN DE REILLAC,DORDOGNE,24387,st cernin de reillac
24260,ST CHAMASSY,DORDOGNE,24388,st chamassy
24260,ST CIRQ,DORDOGNE,24389,st cirq
24330,ST CREPIN D AUBEROCHE,DORDOGNE,24390,st crepin d auberoche
24310,ST CREPIN DE RICHEMONT,DORDOGNE,24391,st crepin de richemont
24590,ST CREPIN ET CARLUCET,DORDOGNE,24392,st crepin et carlucet
24440,STE CROIX,DORDOGNE,24393,ste croix
24340,STE CROIX DE MAREUIL,DORDOGNE,24394,ste croix de mareuil
24250,ST CYBRANET,DORDOGNE,24395,st cybranet
24220,ST CYPRIEN,DORDOGNE,24396,st cyprien
24270,ST CYR LES CHAMPAGNES,DORDOGNE,24397,st cyr les champagnes
24360,ST ESTEPHE,DORDOGNE,24398,st estephe
24400,ST ETIENNE DE PUYCORBIER,DORDOGNE,24399,st etienne de puycorbier
24640,STE EULALIE D ANS,DORDOGNE,24401,ste eulalie d ans
24500,STE EULALIE D EYMET,DORDOGNE,24402,ste eulalie d eymet
24340,ST FELIX DE BOURDEILLES,DORDOGNE,24403,st felix de bourdeilles
24260,ST FELIX DE REILLAC ET MO,DORDOGNE,24404,st felix de reillac et mo
24510,ST FELIX DE VILLADEIX,DORDOGNE,24405,st felix de villadeix
24170,STE FOY DE BELVES,DORDOGNE,24406,ste foy de belves
24510,STE FOY DE LONGAS,DORDOGNE,24407,ste foy de longas
24460,ST FRONT D ALEMPS,DORDOGNE,24408,st front d alemps
24400,ST FRONT DE PRADOUX,DORDOGNE,24409,st front de pradoux
24300,ST FRONT LA RIVIERE,DORDOGNE,24410,st front la riviere
24300,ST FRONT SUR NIZONNE,DORDOGNE,24411,st front sur nizonne
24590,ST GENIES,DORDOGNE,24412,st genies
24130,ST GEORGES BLANCANEIX,DORDOGNE,24413,st georges blancaneix
24140,ST GEORGES DE MONTCLARD,DORDOGNE,24414,st georges de montclard
24700,ST GERAUD DE CORPS,DORDOGNE,24415,st geraud de corps
24170,ST GERMAIN DE BELVES,DORDOGNE,24416,st germain de belves
24160,ST GERMAIN DES PRES,DORDOGNE,24417,st germain des pres
24190,ST GERMAIN DU SALEMBRE,DORDOGNE,24418,st germain du salembre
24520,ST GERMAIN ET MONS,DORDOGNE,24419,st germain et mons
24400,ST GERY,DORDOGNE,24420,st gery
24330,ST GEYRAC,DORDOGNE,24421,st geyrac
24140,ST HILAIRE D ESTISSAC,DORDOGNE,24422,st hilaire d estissac
24500,STE INNOCENCE,DORDOGNE,24423,ste innocence
24190,ST JEAN D ATAUX,DORDOGNE,24424,st jean d ataux
24800,ST JEAN DE COLE,DORDOGNE,24425,st jean de cole
24140,ST JEAN D ESTISSAC,DORDOGNE,24426,st jean d estissac
24140,ST JEAN D EYRAUD,DORDOGNE,24427,st jean d eyraud
24800,ST JORY DE CHALAIS,DORDOGNE,24428,st jory de chalais
24160,ST JORY LAS BLOUX,DORDOGNE,24429,st jory las bloux
24310,ST JULIEN DE BOURDEILLES,DORDOGNE,24430,st julien de bourdeilles
24140,ST JULIEN DE CREMPSE,DORDOGNE,24431,st julien de crempse
24370,ST JULIEN DE LAMPON,DORDOGNE,24432,st julien de lampon
24500,ST JULIEN D EYMET,DORDOGNE,24433,st julien d eymet
24320,ST JUST,DORDOGNE,24434,st just
24510,ST LAURENT DES BATONS,DORDOGNE,24435,st laurent des batons
24400,ST LAURENT DES HOMMES,DORDOGNE,24436,st laurent des hommes
24100,ST LAURENT DES VIGNES,DORDOGNE,24437,st laurent des vignes
24170,ST LAURENT LA VALLEE,DORDOGNE,24438,st laurent la vallee
24330,ST LAURENT SUR MANOIRE,DORDOGNE,24439,st laurent sur manoire
24560,ST LEON D ISSIGEAC,DORDOGNE,24441,st leon d issigeac
24110,ST LEON SUR L ISLE,DORDOGNE,24442,st leon sur l isle
24290,ST LEON SUR VEZERE,DORDOGNE,24443,st leon sur vezere
24400,ST LOUIS EN L ISLE,DORDOGNE,24444,st louis en l isle
24510,ST MARCEL DU PERIGORD,DORDOGNE,24445,st marcel du perigord
24540,ST MARCORY,DORDOGNE,24446,st marcory
24330,STE MARIE DE CHIGNAC,DORDOGNE,24447,ste marie de chignac
24160,ST MARTIAL D ALBAREDE,DORDOGNE,24448,st martial d albarede
24700,ST MARTIAL D ARTENSET,DORDOGNE,24449,st martial d artenset
24250,ST MARTIAL DE NABIRAT,DORDOGNE,24450,st martial de nabirat
24300,ST MARTIAL DE VALETTE,DORDOGNE,24451,st martial de valette
24320,ST MARTIAL VIVEYROL,DORDOGNE,24452,st martial viveyrol
24800,ST MARTIN DE FRESSENGEAS,DORDOGNE,24453,st martin de fressengeas
24610,ST MARTIN DE GURSON,DORDOGNE,24454,st martin de gurson
24600,ST MARTIN DE RIBERAC,DORDOGNE,24455,st martin de riberac
24140,ST MARTIN DES COMBES,DORDOGNE,24456,st martin des combes
24400,ST MARTIN L ASTIER,DORDOGNE,24457,st martin l astier
24300,ST MARTIN LE PIN,DORDOGNE,24458,st martin le pin
24380,ST MAIME DE PEREYROL,DORDOGNE,24459,st maime de pereyrol
24600,ST MEARD DE DRONE,DORDOGNE,24460,st meard de drone
24610,ST MEARD DE GURCON,DORDOGNE,24461,st meard de gurcon
24400,ST MEDARD DE MUSSIDAN,DORDOGNE,24462,st medard de mussidan
24160,ST MEDARD D EXIDEUIL,DORDOGNE,24463,st medard d exideuil
24270,ST MESMIN,DORDOGNE,24464,st mesmin
24400,ST MICHEL DE DOUBLE,DORDOGNE,24465,st michel de double
24230,ST MICHEL DE MONTAIGNE,DORDOGNE,24466,st michel de montaigne
24490,ST MICHEL DE RIVIERE,DORDOGNE,24467,st michel de riviere
24380,ST MICHEL DE VILLADEIX,DORDOGNE,24468,st michel de villadeix
24490,ST MICHEL L ECLUSE ET LEP,DORDOGNE,24469,st michel l ecluse et lep
24370,STE MONDANE,DORDOGNE,24470,ste mondane
24200,STE NATHALENE,DORDOGNE,24471,ste nathalene
24520,ST NEXANS,DORDOGNE,24472,st nexans
24210,STE ORSE,DORDOGNE,24473,ste orse
24530,ST PANCRACE,DORDOGNE,24474,st pancrace
24640,ST PANTALY D ANS,DORDOGNE,24475,st pantaly d ans
24160,ST PANTALY D EXCIDEUIL,DORDOGNE,24476,st pantaly d excideuil
24600,ST PARDOUX DE DRONE,DORDOGNE,24477,st pardoux de drone
24170,ST PARDOUX ET VIELVIC,DORDOGNE,24478,st pardoux et vielvic
24470,ST PARDOUX LA RIVIERE,DORDOGNE,24479,st pardoux la riviere
24380,ST PAUL DE SERRE,DORDOGNE,24480,st paul de serre
24800,ST PAUL LA ROCHE,DORDOGNE,24481,st paul la roche
24320,ST PAUL LIZONNE,DORDOGNE,24482,st paul lizonne
24560,ST PERDOUX,DORDOGNE,24483,st perdoux
24330,ST PIERRE DE CHIGNAC,DORDOGNE,24484,st pierre de chignac
24800,ST PIERRE DE COLE,DORDOGNE,24485,st pierre de cole
24450,ST PIERRE DE FRUGIE,DORDOGNE,24486,st pierre de frugie
24130,ST PIERRE D EYRAUD,DORDOGNE,24487,st pierre d eyraud
24170,ST POMPONT,DORDOGNE,24488,st pompont
24450,ST PRIEST LES FOUGERES,DORDOGNE,24489,st priest les fougeres
24410,ST PRIVAT DES PRES,DORDOGNE,24490,st privat des pres
24210,ST RABIER,DORDOGNE,24491,st rabier
24560,STE RADEGONDE,DORDOGNE,24492,ste radegonde
24160,ST RAPHAEL,DORDOGNE,24493,st raphael
24700,ST REMY,DORDOGNE,24494,st remy
24540,ST ROMAIN DE MONPAZIER,DORDOGNE,24495,st romain de monpazier
24800,ST ROMAIN ET ST CLEMENT,DORDOGNE,24496,st romain et st clement
24440,STE SABINE BORN,DORDOGNE,24497,ste sabine born
24470,ST SAUD LACOUSSIERE,DORDOGNE,24498,st saud lacoussiere
24520,ST SAUVEUR,DORDOGNE,24499,st sauveur
24700,ST SAUVEUR LALANDE,DORDOGNE,24500,st sauveur lalande
24230,ST SEURIN DE PRATS,DORDOGNE,24501,st seurin de prats
24190,ST SEVERIN D ESTISSAC,DORDOGNE,24502,st severin d estissac
24340,ST SULPICE DE MAREUIL,DORDOGNE,24503,st sulpice de mareuil
24600,ST SULPICE DE ROUMAGNAC,DORDOGNE,24504,st sulpice de roumagnac
24800,ST SULPICE D EXCIDEUIL,DORDOGNE,24505,st sulpice d excideuil
24160,STE TRIE,DORDOGNE,24507,ste trie
24350,ST VICTOR,DORDOGNE,24508,st victor
24190,ST VINCENT DE CONNEZAC,DORDOGNE,24509,st vincent de connezac
24220,ST VINCENT DE COSSE,DORDOGNE,24510,st vincent de cosse
24410,ST VINCENT JALMOUTIERS,DORDOGNE,24511,st vincent jalmoutiers
24200,ST VINCENT LE PALUEL,DORDOGNE,24512,st vincent le paluel
24420,ST VINCENT SUR L ISLE,DORDOGNE,24513,st vincent sur l isle
24230,ST VIVIEN,DORDOGNE,24514,st vivien
24160,SALAGNAC,DORDOGNE,24515,salagnac
24590,SALIGNAC EYVIGNES,DORDOGNE,24516,salignac eyvignes
24170,SALLES DE BELVES,DORDOGNE,24517,salles de belves
24380,SALON,DORDOGNE,24518,salon
24270,SARLANDE,DORDOGNE,24519,sarlande
24200,SARLAT LA CANEDA,DORDOGNE,24520,sarlat la caneda
24420,SARLIAC SUR L ISLE,DORDOGNE,24521,sarliac sur l isle
24800,SARRAZAC,DORDOGNE,24522,sarrazac
24240,SAUSSIGNAC,DORDOGNE,24523,saussignac
24260,SAVIGNAC DE MIREMONT,DORDOGNE,24524,savignac de miremont
24300,SAVIGNAC DE NONTRON,DORDOGNE,24525,savignac de nontron
24270,SAVIGNAC LEDRIER,DORDOGNE,24526,savignac ledrier
24420,SAVIGNAC LES EGLISES,DORDOGNE,24527,savignac les eglises
24300,SCEAU ST ANGEL,DORDOGNE,24528,sceau st angel
24600,SEGONZAC,DORDOGNE,24529,segonzac
24310,SENCENAC PUY DE FOURCHES,DORDOGNE,24530,sencenac puy de fourches
24290,SERGEAC,DORDOGNE,24531,sergeac
24500,SERRES ET MONTGUYARD,DORDOGNE,24532,serres et montguyard
24410,SERVANCHES,DORDOGNE,24533,servanches
24240,SIGOULES,DORDOGNE,24534,sigoules
24370,SIMEYROLS,DORDOGNE,24535,simeyrols
24500,SINGLEYRAC,DORDOGNE,24536,singleyrac
24600,SIORAC DE RIBERAC,DORDOGNE,24537,siorac de riberac
24170,SIORAC EN PERIGORD,DORDOGNE,24538,siorac en perigord
24620,SIREUIL,DORDOGNE,24539,sireuil
24420,SORGES,DORDOGNE,24540,sorges
24360,SOUDAT,DORDOGNE,24541,soudat
24540,SOULAURES,DORDOGNE,24542,soulaures
24400,SOURZAC,DORDOGNE,24543,sourzac
24620,TAMNIES,DORDOGNE,24544,tamnies
24390,TEILLOTS,DORDOGNE,24545,teillots
24390,TEMPLE LAGUYON,DORDOGNE,24546,temple laguyon
24120,TERRASSON LA VILLEDIEU,DORDOGNE,24547,terrasson la villedieu
24300,TEYJAT,DORDOGNE,24548,teyjat
24240,THENAC,DORDOGNE,24549,thenac
24210,THENON,DORDOGNE,24550,thenon
24800,THIVIERS,DORDOGNE,24551,thiviers
24290,THONAC,DORDOGNE,24552,thonac
24350,TOCANE ST APRE,DORDOGNE,24553,tocane st apre
24320,LA TOUR BLANCHE,DORDOGNE,24554,la tour blanche
24390,TOURTOIRAC,DORDOGNE,24555,tourtoirac
24750,TRELISSAC,DORDOGNE,24557,trelissac
24510,TREMOLAT,DORDOGNE,24558,tremolat
24620,TURSAC,DORDOGNE,24559,tursac
24480,URVAL,DORDOGNE,24560,urval
24310,VALEUIL,DORDOGNE,24561,valeuil
24190,VALLEREUIL,DORDOGNE,24562,vallereuil
24290,VALOJOULX,DORDOGNE,24563,valojoulx
24600,VANXAINS,DORDOGNE,24564,vanxains
24360,VARAIGNES,DORDOGNE,24565,varaignes
24150,VARENNES,DORDOGNE,24566,varennes
24800,VAUNAC,DORDOGNE,24567,vaunac
24230,VELINES,DORDOGNE,24568,velines
24320,VENDOIRE,DORDOGNE,24569,vendoire
24520,VERDON,DORDOGNE,24570,verdon
24380,VERGT,DORDOGNE,24571,vergt
24540,VERGT DE BIRON,DORDOGNE,24572,vergt de biron
24320,VERTEILLAC,DORDOGNE,24573,verteillac
24370,VEYRIGNAC,DORDOGNE,24574,veyrignac
24250,VEYRINES DE DOMME,DORDOGNE,24575,veyrines de domme
24380,VEYRINES DE VERGT,DORDOGNE,24576,veyrines de vergt
24220,VEZAC,DORDOGNE,24577,vezac
24340,VIEUX MAREUIL,DORDOGNE,24579,vieux mareuil
24120,VILLAC,DORDOGNE,24580,villac
24140,VILLAMBLARD,DORDOGNE,24581,villamblard
24530,VILLARS,DORDOGNE,24582,villars
24610,VILLEFRANCHE DE LONCHAT,DORDOGNE,24584,villefranche de lonchat
24550,VILLEFRANCHE DU PERIGORD,DORDOGNE,24585,villefranche du perigord
24600,VILLETOUREIX,DORDOGNE,24586,villetoureix
24200,VITRAC,DORDOGNE,24587,vitrac
24160,CONDAT LE LARDIN,DORDOGNE,24901,condat le lardin
